0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.9979112,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706,0.00010443706
5.8323658e-05,5.8323658e-05,0.019210013,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,0.97968185,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05,5.8323658e-05
2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,0.9406815,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,0.054067265,0.0047665997,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05,2.6922884e-05
5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,0.008491914,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,0.9621053,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,5.297628e-05,0.028449245,5.297628e-05
0.056775138,7.672249e-06,7.672249e-06,7.672249e-06,8.283277e-05,7.672249e-06,7.672249e-06,7.672249e-06,7.672249e-06,0.117839396,0.00027883163,0.76929235,0.05419538,7.672249e-06,7.672249e-06,7.672249e-06,7.672249e-06,7.672249e-06,7.672249e-06,7.672249e-06,0.001428646
0.004965814,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,0.78333735,0.08958829,0.03653011,1.999788e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.0809853e-05,1.5774302e-05,0.08539135
4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,0.9927767,0.006428092,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05,4.1852025e-05
0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.9944303,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.00027848466,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846,0.0002784846
0.000129447,0.3223637,0.3115521,0.000129447,0.000129447,0.000129447,0.000129447,0.000129447,0.000129447,0.000129447,0.000129447,0.000129447,0.03901049,0.000129447,0.000129447,0.000129447,0.14244075,0.000129447,0.000129447,0.18256178,0.000129447
1.6602164e-05,1.6602164e-05,0.99966794,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.6602164e-05,1.661878e-05
